# Znak Russian dictionary.
# Source: hingston/russian 50000-russian-words-cyrillic-only.txt
# Derived from University of Leeds Corpus, CC BY Attribution.
# Format:
#   word frequency
# Lines beginning with # are ignored. Frequency is optional; higher means earlier.
оборваться 89033
безжалостный 89032
профилактический 89031
хриплый 89030
благословенный 89029
воткнуть 89028
овладевать 89027
неразумный 89026
землянка 89025
алтайский 89024
чрез 89023
сердитый 89022
грешник 89021
гибдд 89020
динамик 89019
перевезти 89018
начинка 89017
выкупить 89016
котлета 89015
ученица 89014
забеременеть 89013
неловкий 89012
прусский 89011
выстроиться 89010
пухлый 89009
зевать 89008
ассистент 89007
дошкольный 89006
аргументация 89005
трибунал 89004
одаренный 89003
полумрак 89002
целенаправленный 89001
патологический 89000
лицей 88999
осмотреться 88998
поганый 88997
копа 88996
поросенок 88995
пренебрежение 88994
сфотографировать 88993
милан 88992
мыльный 88991
прилетать 88990
павловский 88989
эффектный 88988
побеседовать 88987
усиленный 88986
смешаться 88985
ярославский 88984
кошмарный 88983
самооценка 88982
социалист 88981
клад 88980
прибыльный 88979
предосторожность 88978
чех 88977
хутор 88976
носилки 88975
стебель 88974
изрядный 88973
гравитационный 88972
виток 88971
разговорный 88970
растительность 88969
роспись 88968
пята 88967
запятая 88966
пулеметный 88965
мира 88964
наивно 88963
плацдарм 88962
мужичок 88961
циничный 88960
воплощать 88959
медведев 88958
сменять 88957
юрьевич 88956
вдохновлять 88955
вязать 88954
незамедлительно 88953
резина 88952
